income,employment,hrs_work,race,age,gender,citizen,time_to_work,lang,married,edu,disability,birth_qrtr
0,not in labor force,NA,white,68,female,yes,NA,english,yes,college,yes,apr thru jun
0,not in labor force,NA,white,50,female,yes,NA,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,38,female,yes,NA,english,yes,college,no,jul thru sep
0,not in labor force,NA,white,73,female,yes,NA,other,yes,college,yes,oct thru dec
0,not in labor force,NA,white,54,female,yes,NA,english,yes,college,no,jan thru mar
110000,employed,60,white,52,female,yes,70,english,yes,college,no,oct thru dec
NA,NA,NA,black,11,female,yes,NA,other,no,hs or lower,no,apr thru jun
30000,employed,40,black,44,male,yes,20,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,asian,22,female,no,NA,other,no,hs or lower,no,apr thru jun
48000,employed,40,other,37,female,yes,60,english,no,hs or lower,no,jan thru mar
850,employed,6,white,19,female,yes,10,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,5,male,yes,NA,other,no,hs or lower,no,apr thru jun
38900,employed,40,white,68,male,yes,50,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,61,female,yes,NA,english,no,college,no,oct thru dec
NA,NA,NA,white,2,female,yes,NA,NA,no,NA,no,apr thru jun
65000,employed,35,black,46,female,yes,60,english,no,hs or lower,yes,apr thru jun
0,not in labor force,NA,white,71,female,yes,NA,english,no,college,no,apr thru jun
0,not in labor force,NA,white,79,female,yes,NA,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,76,female,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,71,male,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,asian,34,female,no,NA,other,yes,college,no,apr thru jun
NA,NA,NA,white,0,female,yes,NA,NA,no,NA,no,jan thru mar
NA,NA,NA,white,3,male,yes,NA,NA,no,hs or lower,no,jul thru sep
0,not in labor force,30,white,40,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,75,female,yes,NA,other,no,hs or lower,yes,oct thru dec
0,employed,40,white,59,male,no,60,other,yes,hs or lower,no,jul thru sep
75000,employed,36,black,62,male,yes,30,english,yes,college,no,jan thru mar
NA,NA,NA,white,5,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,52,female,yes,NA,english,no,hs or lower,yes,oct thru dec
0,employed,25,white,54,female,yes,5,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,black,27,male,yes,NA,english,no,hs or lower,no,jul thru sep
31200,employed,46,black,62,female,yes,6,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,81,female,yes,NA,english,no,hs or lower,yes,oct thru dec
105000,employed,60,white,54,male,yes,90,english,yes,college,no,jan thru mar
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,apr thru jun
24000,employed,40,other,28,male,no,90,other,no,hs or lower,no,oct thru dec
NA,NA,NA,white,6,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,unemployed,NA,white,76,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,59,female,yes,NA,english,no,hs or lower,yes,jan thru mar
64000,employed,45,white,46,female,yes,20,english,yes,grad,no,oct thru dec
0,not in labor force,NA,white,26,female,no,NA,english,no,college,no,oct thru dec
0,not in labor force,NA,white,46,male,yes,NA,english,no,college,no,jul thru sep
80000,employed,40,white,53,male,yes,55,english,yes,hs or lower,no,apr thru jun
22000,employed,80,white,53,male,yes,15,english,yes,hs or lower,no,jan thru mar
2000,unemployed,25,black,18,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,employed,40,white,29,male,yes,15,english,yes,hs or lower,no,jul thru sep
26000,employed,35,white,62,male,yes,15,english,yes,college,yes,oct thru dec
0,not in labor force,NA,white,62,male,yes,NA,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,65,female,yes,NA,other,yes,hs or lower,no,oct thru dec
17000,employed,32,white,53,male,yes,16,english,no,college,no,jan thru mar
0,not in labor force,NA,white,34,female,no,NA,other,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,17,male,yes,NA,other,no,hs or lower,no,oct thru dec
30000,employed,46,white,34,male,yes,35,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,white,72,female,yes,NA,english,no,hs or lower,yes,apr thru jun
65000,employed,40,white,49,male,yes,30,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,13,female,yes,NA,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,61,female,no,NA,other,no,grad,no,jul thru sep
0,not in labor force,NA,asian,77,female,yes,NA,other,no,hs or lower,no,apr thru jun
48000,employed,50,white,41,male,yes,15,english,yes,hs or lower,no,jul thru sep
19000,employed,40,white,39,female,yes,30,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,other,70,female,yes,NA,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,67,male,yes,NA,english,yes,college,no,jan thru mar
44000,employed,40,white,60,male,yes,10,english,yes,hs or lower,no,jul thru sep
38000,employed,40,other,40,male,yes,10,other,no,hs or lower,no,jul thru sep
29000,employed,40,white,53,female,yes,25,english,yes,hs or lower,no,apr thru jun
30000,employed,45,white,28,male,yes,30,english,yes,hs or lower,no,jan thru mar
9500,unemployed,40,white,37,female,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,88,male,yes,NA,english,no,hs or lower,no,jul thru sep
37000,employed,40,white,38,male,yes,5,english,no,college,no,apr thru jun
0,not in labor force,NA,white,36,female,yes,NA,english,yes,hs or lower,no,jan thru mar
1200,employed,17,black,50,male,yes,125,english,no,hs or lower,no,jul thru sep
10000,unemployed,60,white,22,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,74,male,yes,NA,other,yes,hs or lower,yes,jul thru sep
NA,NA,NA,other,12,female,yes,NA,english,no,hs or lower,no,oct thru dec
36500,employed,43,white,60,male,yes,90,english,no,college,no,oct thru dec
111000,employed,40,white,43,male,yes,20,english,yes,college,no,apr thru jun
6600,not in labor force,15,black,22,female,yes,NA,english,no,college,no,apr thru jun
6000,not in labor force,40,white,22,male,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,93,female,yes,NA,english,no,hs or lower,yes,jan thru mar
52000,employed,55,white,37,male,yes,20,other,yes,hs or lower,no,jul thru sep
13500,employed,44,white,64,male,yes,45,english,yes,hs or lower,no,oct thru dec
10200,employed,25,white,70,female,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,other,13,male,yes,NA,other,no,hs or lower,no,oct thru dec
190,not in labor force,8,white,64,female,yes,NA,english,yes,hs or lower,no,jan thru mar
0,NA,NA,white,15,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,82,female,yes,NA,english,no,hs or lower,yes,apr thru jun
10000,employed,30,white,30,female,yes,30,english,no,college,no,oct thru dec
0,not in labor force,NA,white,86,male,yes,NA,english,yes,grad,yes,jan thru mar
12600,employed,30,white,22,female,yes,30,english,no,hs or lower,no,oct thru dec
47800,employed,40,white,33,female,yes,30,english,no,grad,no,jul thru sep
0,employed,40,white,41,female,yes,10,english,yes,hs or lower,no,oct thru dec
38000,employed,35,black,51,female,yes,163,english,yes,college,no,jul thru sep
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,oct thru dec
102000,employed,40,asian,36,male,no,75,other,yes,grad,no,jan thru mar
0,not in labor force,NA,white,50,female,no,NA,other,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,black,63,female,yes,NA,english,no,hs or lower,yes,apr thru jun
15600,employed,25,asian,23,male,no,35,other,no,hs or lower,no,apr thru jun
20000,employed,40,white,20,female,yes,10,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,12,male,yes,NA,other,no,hs or lower,no,apr thru jun
NA,NA,NA,black,0,female,yes,NA,NA,no,NA,no,jul thru sep
18000,employed,50,white,51,female,yes,35,english,no,hs or lower,yes,jan thru mar
NA,NA,NA,asian,11,female,yes,NA,other,no,hs or lower,no,oct thru dec
32000,employed,40,white,51,male,yes,NA,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,white,77,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,59,male,yes,NA,english,no,hs or lower,yes,apr thru jun
8000,unemployed,25,other,18,female,yes,NA,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,black,50,female,yes,NA,english,no,hs or lower,yes,apr thru jun
NA,NA,NA,white,9,male,yes,NA,english,no,hs or lower,no,oct thru dec
15000,employed,40,white,49,male,yes,15,english,no,hs or lower,yes,apr thru jun
75000,employed,50,white,84,male,yes,18,english,yes,hs or lower,yes,oct thru dec
23000,employed,40,white,35,male,yes,25,english,yes,hs or lower,no,jul thru sep
35000,employed,40,white,60,male,yes,20,english,yes,hs or lower,no,oct thru dec
0,unemployed,10,white,50,male,yes,NA,english,no,hs or lower,yes,oct thru dec
0,not in labor force,NA,black,22,male,yes,NA,english,no,hs or lower,no,oct thru dec
45000,employed,32,white,67,male,yes,15,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,69,male,yes,NA,english,yes,college,no,jan thru mar
0,not in labor force,NA,white,80,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
1000,employed,25,white,17,male,yes,15,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,60,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,82,male,yes,NA,english,no,hs or lower,yes,apr thru jun
0,not in labor force,NA,white,89,female,yes,NA,english,no,hs or lower,yes,apr thru jun
0,not in labor force,NA,white,61,male,yes,NA,english,no,hs or lower,yes,jul thru sep
22000,employed,30,white,66,male,yes,15,english,yes,hs or lower,no,oct thru dec
19000,employed,50,white,23,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,5,asian,20,male,yes,NA,other,no,hs or lower,no,jul thru sep
48000,employed,40,black,27,male,yes,15,english,no,grad,no,jan thru mar
150000,employed,40,white,62,female,yes,75,english,yes,grad,no,jul thru sep
50000,employed,40,asian,46,male,yes,40,other,yes,college,no,jan thru mar
NA,NA,NA,white,12,female,yes,NA,english,no,hs or lower,no,jul thru sep
130000,employed,60,white,49,male,yes,15,english,yes,grad,no,apr thru jun
0,not in labor force,NA,white,63,female,yes,NA,english,yes,hs or lower,no,jan thru mar
0,employed,30,white,56,male,yes,30,english,yes,hs or lower,yes,jan thru mar
0,not in labor force,NA,asian,42,female,yes,NA,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,3,female,yes,NA,NA,no,hs or lower,no,jan thru mar
35000,employed,40,white,76,male,yes,25,english,yes,grad,no,apr thru jun
0,not in labor force,NA,white,16,female,yes,NA,english,no,hs or lower,no,apr thru jun
8000,employed,16,white,23,female,yes,5,english,no,college,no,oct thru dec
0,employed,60,white,49,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,asian,74,male,no,NA,other,no,hs or lower,no,apr thru jun
NA,NA,NA,black,9,female,yes,NA,other,no,hs or lower,no,jul thru sep
NA,NA,NA,black,12,male,yes,NA,english,no,hs or lower,no,apr thru jun
120000,employed,45,white,32,female,yes,30,english,yes,college,no,jan thru mar
40000,employed,50,white,43,male,yes,95,english,yes,college,no,jul thru sep
13800,employed,30,white,40,female,yes,15,english,no,college,yes,jul thru sep
51000,employed,40,white,47,male,yes,40,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,33,male,yes,NA,english,no,hs or lower,yes,oct thru dec
74000,employed,40,white,63,male,yes,60,english,yes,hs or lower,no,jan thru mar
70000,employed,45,white,74,male,yes,60,other,yes,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,68,female,yes,NA,english,yes,college,no,oct thru dec
0,employed,20,white,44,female,yes,NA,english,yes,college,no,apr thru jun
92000,employed,50,white,58,male,yes,15,english,no,grad,no,apr thru jun
NA,NA,NA,black,14,male,yes,NA,english,no,hs or lower,no,jan thru mar
3700,unemployed,40,white,30,male,yes,NA,other,yes,hs or lower,no,oct thru dec
0,unemployed,NA,black,60,male,no,NA,english,yes,hs or lower,no,apr thru jun
1000,employed,15,white,16,female,yes,30,english,no,hs or lower,no,jan thru mar
27000,employed,40,white,35,male,yes,20,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,5,male,yes,NA,other,no,hs or lower,no,jan thru mar
64000,employed,40,white,64,female,yes,30,english,yes,college,no,jan thru mar
60000,unemployed,40,white,53,male,yes,NA,english,no,college,no,apr thru jun
0,not in labor force,NA,white,77,female,yes,NA,english,yes,college,no,oct thru dec
23000,employed,38,white,57,female,yes,45,english,no,hs or lower,no,jul thru sep
0,NA,NA,black,15,male,yes,NA,english,no,hs or lower,no,oct thru dec
398000,employed,40,asian,43,male,no,30,other,yes,grad,no,jul thru sep
3500,employed,40,white,20,female,yes,20,english,no,hs or lower,no,jan thru mar
89000,employed,45,white,37,male,yes,6,english,yes,college,no,jul thru sep
NA,NA,NA,white,5,female,yes,NA,other,no,hs or lower,no,jan thru mar
48000,employed,50,white,30,male,yes,15,english,yes,hs or lower,no,jan thru mar
52000,employed,40,white,38,male,yes,35,english,no,hs or lower,no,jul thru sep
5800,employed,8,white,84,female,yes,17,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,14,male,yes,NA,english,no,hs or lower,no,jan thru mar
NA,NA,NA,black,2,female,yes,NA,NA,no,NA,no,apr thru jun
56000,employed,55,white,44,male,yes,30,english,yes,hs or lower,no,oct thru dec
0,unemployed,NA,white,54,male,yes,NA,english,yes,grad,no,oct thru dec
0,not in labor force,NA,white,74,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,16,female,yes,NA,other,no,hs or lower,yes,jan thru mar
NA,NA,NA,white,12,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,unemployed,NA,white,25,female,yes,NA,english,yes,college,no,apr thru jun
63000,employed,36,white,39,female,yes,25,english,yes,college,no,jul thru sep
3400,unemployed,40,white,16,female,yes,NA,other,no,hs or lower,no,jul thru sep
7000,employed,40,white,19,male,yes,10,english,no,hs or lower,no,jan thru mar
NA,NA,NA,white,2,male,yes,NA,NA,no,NA,no,apr thru jun
0,employed,30,other,32,male,no,20,other,no,hs or lower,no,jul thru sep
NA,NA,NA,other,8,male,yes,NA,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,88,male,yes,NA,english,yes,hs or lower,yes,apr thru jun
80000,employed,50,white,57,male,yes,25,english,no,college,no,apr thru jun
NA,NA,NA,asian,6,female,no,NA,english,no,hs or lower,no,jan thru mar
0,unemployed,NA,black,21,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,69,female,yes,NA,english,no,hs or lower,yes,jul thru sep
NA,NA,NA,white,10,male,yes,NA,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,68,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
NA,NA,NA,black,8,female,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,14,female,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,64,female,yes,NA,english,yes,grad,no,jul thru sep
0,not in labor force,NA,white,30,female,no,NA,other,yes,hs or lower,no,apr thru jun
69000,employed,50,white,35,female,yes,8,english,no,college,no,jul thru sep
1200,employed,26,black,18,female,yes,25,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,13,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,7,female,yes,NA,other,no,hs or lower,no,oct thru dec
NA,NA,NA,other,0,female,yes,NA,NA,no,NA,no,oct thru dec
25000,employed,40,white,32,male,yes,45,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,65,male,yes,NA,english,yes,hs or lower,no,jan thru mar
0,unemployed,NA,white,27,male,yes,NA,english,no,hs or lower,no,oct thru dec
96000,employed,40,white,41,male,yes,20,english,yes,college,no,jan thru mar
5000,unemployed,40,other,20,male,no,NA,other,no,hs or lower,no,jul thru sep
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,oct thru dec
4900,employed,40,black,55,male,yes,60,english,yes,hs or lower,no,oct thru dec
38500,employed,50,white,59,male,yes,30,english,yes,college,no,apr thru jun
NA,NA,NA,white,9,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,14,female,yes,NA,english,no,hs or lower,no,jan thru mar
4800,employed,20,white,35,female,yes,15,other,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,78,male,yes,NA,english,no,hs or lower,no,jul thru sep
35000,employed,40,white,53,male,yes,4,english,yes,hs or lower,no,oct thru dec
34000,employed,50,white,25,male,yes,20,english,no,college,no,apr thru jun
43000,employed,40,white,47,female,yes,15,other,yes,college,no,jan thru mar
0,employed,20,white,72,male,yes,NA,english,yes,college,no,jan thru mar
25400,employed,40,white,38,female,yes,22,english,no,hs or lower,no,apr thru jun
0,employed,15,white,19,female,yes,20,english,no,hs or lower,no,oct thru dec
36000,employed,40,asian,47,female,yes,10,other,yes,hs or lower,no,jul thru sep
12300,employed,30,white,55,male,yes,10,english,yes,college,no,apr thru jun
0,not in labor force,NA,white,75,male,yes,NA,english,yes,hs or lower,no,apr thru jun
0,unemployed,NA,white,66,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,17,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,unemployed,NA,white,18,female,yes,NA,english,no,hs or lower,yes,jan thru mar
0,not in labor force,NA,black,20,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,28,female,yes,NA,english,yes,hs or lower,no,apr thru jun
30000,employed,20,white,34,male,yes,10,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,80,female,yes,NA,english,no,hs or lower,yes,jul thru sep
25000,employed,50,other,43,male,yes,2,english,yes,hs or lower,no,jan thru mar
NA,NA,NA,white,14,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,23,male,yes,NA,other,no,hs or lower,yes,jan thru mar
10000,employed,30,white,25,female,yes,30,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,asian,0,male,yes,NA,NA,no,NA,no,apr thru jun
NA,NA,NA,white,12,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,54,female,yes,NA,english,no,hs or lower,yes,apr thru jun
NA,NA,NA,white,14,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,70,male,yes,NA,other,no,hs or lower,no,oct thru dec
800,not in labor force,40,other,46,male,yes,NA,english,no,hs or lower,yes,jul thru sep
0,not in labor force,NA,black,64,male,yes,NA,english,yes,hs or lower,yes,oct thru dec
5000,unemployed,30,white,39,female,yes,NA,english,yes,college,no,apr thru jun
0,not in labor force,NA,white,88,female,yes,NA,english,no,college,yes,jul thru sep
0,not in labor force,NA,white,67,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
0,employed,30,white,59,female,yes,30,english,no,hs or lower,no,apr thru jun
39000,employed,60,white,49,male,yes,2,english,yes,hs or lower,no,jan thru mar
45200,employed,40,white,42,male,yes,23,english,yes,hs or lower,no,jul thru sep
40000,employed,40,white,51,female,yes,30,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,other,64,male,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,53,female,yes,NA,english,yes,college,no,oct thru dec
62000,employed,40,white,45,male,yes,20,english,yes,college,no,jul thru sep
1400,employed,9,white,42,female,yes,60,english,yes,grad,no,jan thru mar
110000,employed,40,white,54,male,yes,20,english,yes,college,no,oct thru dec
2700,employed,40,white,54,female,yes,7,english,yes,hs or lower,yes,jan thru mar
4000,employed,37,white,29,female,yes,15,english,yes,college,no,jul thru sep
0,not in labor force,NA,black,68,male,no,NA,other,yes,hs or lower,no,jan thru mar
15000,employed,40,white,21,male,no,5,other,no,hs or lower,no,jul thru sep
0,employed,30,white,25,male,no,15,other,yes,hs or lower,no,jul thru sep
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,9,male,yes,NA,english,no,hs or lower,no,jan thru mar
40000,employed,37,white,53,female,yes,157,english,yes,college,no,jul thru sep
35000,employed,32,white,55,female,yes,30,english,yes,college,no,apr thru jun
NA,NA,NA,white,13,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,58,male,yes,NA,english,no,college,no,jan thru mar
0,not in labor force,NA,white,76,female,yes,NA,other,yes,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,68,female,yes,NA,english,yes,hs or lower,no,oct thru dec
18700,employed,40,white,75,male,yes,60,other,yes,hs or lower,yes,apr thru jun
0,unemployed,NA,white,49,female,yes,NA,english,no,college,no,apr thru jun
19000,employed,40,white,25,female,no,35,other,no,hs or lower,no,jul thru sep
NA,NA,NA,white,13,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,black,16,male,yes,NA,english,no,hs or lower,no,jul thru sep
3500,employed,20,other,23,male,yes,3,english,no,college,no,apr thru jun
0,not in labor force,NA,white,28,female,yes,NA,other,yes,hs or lower,no,jul thru sep
NA,NA,NA,white,12,male,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,76,female,yes,NA,english,yes,hs or lower,no,apr thru jun
55000,employed,40,white,39,male,yes,30,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,51,female,yes,NA,other,no,hs or lower,yes,oct thru dec
4600,employed,50,white,49,female,yes,2,english,no,hs or lower,yes,apr thru jun
15000,employed,28,white,22,female,yes,15,english,no,college,yes,jul thru sep
NA,NA,NA,white,2,female,yes,NA,NA,no,NA,no,jul thru sep
0,not in labor force,NA,black,53,female,yes,NA,english,no,hs or lower,yes,apr thru jun
72000,employed,40,white,60,female,yes,20,english,no,grad,no,jul thru sep
7000,employed,30,white,18,male,yes,6,other,no,hs or lower,no,oct thru dec
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,89,female,yes,NA,english,no,college,yes,oct thru dec
NA,NA,NA,other,10,female,yes,NA,other,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,81,male,yes,NA,english,no,hs or lower,yes,oct thru dec
NA,NA,NA,black,5,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,73,female,yes,NA,english,yes,hs or lower,yes,oct thru dec
7000,not in labor force,40,white,65,male,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,70,female,yes,NA,english,yes,hs or lower,no,apr thru jun
14000,employed,20,white,64,male,yes,12,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,77,male,yes,NA,english,yes,grad,no,oct thru dec
39000,employed,40,white,49,female,no,10,english,no,college,no,jul thru sep
NA,NA,NA,white,13,female,yes,NA,english,no,hs or lower,no,oct thru dec
35000,employed,56,white,28,male,yes,15,english,yes,hs or lower,no,apr thru jun
25000,employed,40,white,23,male,yes,15,english,no,hs or lower,no,jan thru mar
25700,employed,40,black,47,female,yes,30,english,no,hs or lower,yes,jul thru sep
36800,unemployed,40,white,43,male,no,NA,other,no,hs or lower,yes,apr thru jun
NA,NA,NA,white,14,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,55,female,yes,NA,english,yes,college,no,apr thru jun
0,not in labor force,NA,white,71,female,yes,NA,english,yes,college,no,oct thru dec
0,not in labor force,NA,white,54,female,yes,NA,english,no,hs or lower,yes,apr thru jun
0,not in labor force,NA,white,67,female,yes,NA,english,yes,college,no,apr thru jun
NA,NA,NA,white,3,female,yes,NA,NA,no,hs or lower,no,jan thru mar
0,not in labor force,NA,black,41,male,yes,NA,english,no,hs or lower,no,apr thru jun
300,employed,1,other,20,male,yes,30,english,no,hs or lower,no,jan thru mar
0,NA,NA,white,15,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,unemployed,NA,white,21,male,yes,NA,other,no,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,67,female,yes,NA,english,yes,hs or lower,no,apr thru jun
0,unemployed,NA,other,59,male,no,NA,other,yes,hs or lower,yes,oct thru dec
0,unemployed,NA,black,20,male,yes,NA,english,no,hs or lower,no,jul thru sep
4800,employed,38,white,67,female,yes,5,english,yes,college,no,apr thru jun
0,not in labor force,NA,asian,40,female,no,NA,other,yes,college,no,oct thru dec
60000,employed,35,white,82,female,yes,40,english,yes,hs or lower,yes,oct thru dec
5400,unemployed,24,white,52,female,yes,NA,other,no,college,no,apr thru jun
4300,employed,10,white,59,female,yes,5,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,79,female,yes,NA,english,yes,hs or lower,no,oct thru dec
NA,NA,NA,white,4,female,yes,NA,NA,no,hs or lower,no,apr thru jun
1300,employed,6,black,78,female,yes,2,english,no,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,16,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,black,32,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,jul thru sep
85000,employed,40,white,59,male,yes,15,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,71,female,yes,NA,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,white,89,male,yes,NA,english,yes,hs or lower,yes,jan thru mar
0,not in labor force,NA,black,79,female,yes,NA,english,yes,hs or lower,no,oct thru dec
6000,employed,21,other,32,female,no,30,other,no,hs or lower,no,jul thru sep
2100,not in labor force,32,white,20,female,yes,NA,english,no,hs or lower,no,jan thru mar
37000,employed,45,other,33,male,no,20,other,yes,hs or lower,no,jan thru mar
NA,NA,NA,black,5,male,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,jul thru sep
44000,employed,55,white,38,male,yes,20,english,yes,college,no,apr thru jun
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,61,male,yes,NA,english,no,hs or lower,yes,jul thru sep
0,employed,40,white,53,male,yes,10,english,yes,hs or lower,no,jan thru mar
0,unemployed,NA,white,24,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,29,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,71,male,yes,NA,english,yes,grad,no,oct thru dec
0,not in labor force,NA,white,71,female,yes,NA,english,no,grad,no,jan thru mar
0,not in labor force,NA,black,54,male,yes,NA,english,no,hs or lower,no,jul thru sep
13000,employed,20,white,73,female,yes,5,english,no,hs or lower,no,apr thru jun
100000,employed,50,white,52,male,yes,60,english,yes,college,no,jul thru sep
250000,employed,36,white,37,male,yes,5,english,yes,grad,no,apr thru jun
24600,employed,37,white,60,female,yes,10,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,10,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,68,male,yes,NA,english,yes,hs or lower,no,oct thru dec
50000,employed,50,other,54,male,yes,17,other,yes,hs or lower,no,apr thru jun
36600,employed,40,white,39,female,yes,20,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,black,45,male,yes,NA,english,no,hs or lower,yes,oct thru dec
24000,employed,40,white,46,female,yes,15,english,no,hs or lower,no,jan thru mar
35000,employed,60,white,64,male,yes,75,english,yes,hs or lower,no,jan thru mar
16600,employed,24,white,73,female,yes,20,english,yes,hs or lower,yes,jan thru mar
30000,employed,36,white,58,female,yes,10,english,yes,grad,no,jan thru mar
